name,geometry
Doddanekundi Lake,"POLYGON ((77.6872217 12.9789946, 77.6882958 12.9784314, 77.6885185 12.9783137, 77.6885761 12.9782706, 77.6888028 12.9779909, 77.6890177 12.9775882, 77.6891222 12.9772935, 77.6893352 12.9770954, 77.6899179 12.9766432, 77.6900972 12.9765136, 77.6903926 12.9762721, 77.6913375 12.975873, 77.6914589 12.9757336, 77.6916205 12.9754865, 77.6916808 12.9753113, 77.6917077 12.9751127, 77.6916905 12.9747199, 77.6915943 12.9740539, 77.6914515 12.9734477, 77.6913697 12.9731174, 77.6913174 12.9728029, 77.6912765 12.9724795, 77.6910465 12.9724867, 77.6907058 12.9724708, 77.6904312 12.972718, 77.6902032 12.9728095, 77.689947 12.9728443, 77.6896472 12.9728447, 77.689401 12.9728367, 77.6892304 12.9728105, 77.689125 12.972781, 77.6889821 12.9726626, 77.6888602 12.9725928, 77.688238 12.9723152, 77.6875851 12.9719916, 77.6871211 12.9716735, 77.6869685 12.9717038, 77.6867633 12.9718178, 77.6868877 12.9721872, 77.6869264 12.9723518, 77.6869869 12.9728681, 77.6870165 12.9732355, 77.6869528 12.9733314, 77.6865646 12.9735943, 77.6862601 12.9737972, 77.6860388 12.9739478, 77.6859285 12.9741268, 77.6859088 12.9744629, 77.6858443 12.9745905, 77.6856621 12.9748628, 77.6854916 12.9749983, 77.6852609 12.9750819, 77.6847661 12.9753367, 77.6844972 12.9755596, 77.6844482 12.9756373, 77.68437 12.9759154, 77.6840185 12.9761306, 77.6842327 12.9764935, 77.6844666 12.9766727, 77.6845521 12.9768409, 77.684829 12.977495, 77.6849973 12.9776412, 77.6853655 12.9778955, 77.6856171 12.9780521, 77.6861849 12.9783333, 77.6864505 12.9785607, 77.6867187 12.9787751, 77.6869011 12.9788901, 77.6870647 12.9789998, 77.6872217 12.9789946))"
ISRO Layout Lake,"POLYGON ((77.5539236 12.8983403, 77.5537786 12.8973704, 77.5538373 12.8973246, 77.554494 12.8971957, 77.555061 12.8976891, 77.5551413 12.8977556, 77.5553747 12.8978826, 77.5554329 12.8979143, 77.5557025 12.8981012, 77.5557653 12.8982048, 77.5556969 12.8982, 77.5555804 12.8981917, 77.5540026 12.8983989, 77.5539236 12.8983403))"
Dore Kere,"POLYGON ((77.5493294 12.903931, 77.5491847 12.9039316, 77.5492062 12.9038281, 77.5492232 12.9037344, 77.5491557 12.9027167, 77.5488686 12.901814, 77.548858 12.9017512, 77.5489276 12.9016313, 77.5490759 12.901484, 77.549235 12.9014313, 77.5495882 12.9013677, 77.5496776 12.9013707, 77.5498253 12.9013666, 77.5499797 12.9013951, 77.5500098 12.9014582, 77.5500615 12.9018232, 77.5501694 12.9018874, 77.5504989 12.9016247, 77.550614 12.9015242, 77.5507068 12.9014987, 77.5507805 12.9015429, 77.5508672 12.901526, 77.5509602 12.9015377, 77.5510368 12.901564, 77.5510797 12.9016076, 77.5511464 12.9017183, 77.5512355 12.9019077, 77.5512786 12.9019994, 77.5513775 12.9020604, 77.5515845 12.9020684, 77.5518441 12.9019991, 77.5522215 12.9019292, 77.5524273 12.9020234, 77.5525775 12.9021201, 77.5527908 12.9022574, 77.5532488 12.9034525, 77.5532009 12.9035285, 77.5530032 12.9034233, 77.5528055 12.9033883, 77.5527096 12.9033979, 77.5523889 12.9034978, 77.5518469 12.9035285, 77.5516792 12.9035577, 77.5515414 12.9036336, 77.5513796 12.9036394, 77.551136 12.903683, 77.5507612 12.9036938, 77.5504117 12.9037743, 77.5501964 12.9037973, 77.5497882 12.9038481, 77.5493294 12.903931))"
Mallathahalli Lake,"POLYGON ((77.4930839 12.9631766, 77.4930909 12.9631338, 77.4931139 12.9631064, 77.493142 12.963084, 77.4931759 12.9630667, 77.4932128 12.9630566, 77.493251 12.9630541, 77.4947629 12.962636, 77.4947963 12.9626357, 77.4948295 12.9626402, 77.4948616 12.9626493, 77.4948962 12.9626651, 77.4949275 12.9626863, 77.4949549 12.9627122, 77.4949774 12.9627422, 77.4952566 12.9631636, 77.495495 12.9637311, 77.4956074 12.9639269, 77.4958389 12.9642587, 77.4961284 12.964627, 77.4961522 12.9647664, 77.4961692 12.9650982, 77.4960671 12.9657287, 77.4959513 12.9659046, 77.4957436 12.9661137, 77.4957258 12.9661593, 77.495714 12.9662068, 77.4957085 12.9662554, 77.4957092 12.9663042, 77.4957163 12.9663526, 77.4957314 12.9664046, 77.4957538 12.9664542, 77.495783 12.9665001, 77.4958185 12.9665417, 77.4961147 12.9665882, 77.4962782 12.9666214, 77.4962958 12.9666353, 77.4963086 12.9666535, 77.4963156 12.9666745, 77.4963161 12.9666983, 77.496309 12.9667211, 77.4962952 12.9667408, 77.4956993 12.9670262, 77.4955942 12.9670497, 77.4955359 12.9670627, 77.4948684 12.9671092, 77.4940274 12.967222, 77.4933225 12.9673481, 77.4932838 12.9673354, 77.4932472 12.9673176, 77.4932135 12.967295, 77.4931755 12.9672596, 77.4931445 12.9672183, 77.4931216 12.9671722, 77.4930841 12.9668105, 77.4929786 12.9661269, 77.4929685 12.9660867, 77.4929628 12.9660456, 77.4929615 12.9660041, 77.4929662 12.9659531, 77.4929776 12.965903, 77.4929956 12.9658548, 77.493234 12.9651646, 77.4934212 12.9647664, 77.4934319 12.964727, 77.4934383 12.9646868, 77.4934403 12.9646469, 77.4934383 12.9646071, 77.4933974 12.9640994, 77.4933842 12.9640058, 77.4933634 12.9639136, 77.4933361 12.9638259, 77.493302 12.9637406, 77.4932612 12.9636581, 77.4931284 12.9634059, 77.4931077 12.9633602, 77.4930928 12.9633124, 77.4930841 12.9632632, 77.4930817 12.9632199, 77.4930839 12.9631766))"
Kempambudhi Kere,"POLYGON ((77.5604014 12.9533021, 77.560152 12.9533988, 77.5600719 12.9534049, 77.5598221 12.95337, 77.5596933 12.9528864, 77.5595968 12.9527767, 77.55935 12.952612, 77.5591998 12.9525257, 77.5589584 12.9524761, 77.5589289 12.9524447, 77.5592239 12.9524264, 77.5589691 12.9518095, 77.5588726 12.9511429, 77.5586607 12.951156, 77.5586204 12.9509547, 77.5584622 12.9507874, 77.55843 12.9507038, 77.558464 12.9505918, 77.5585507 12.9503065, 77.5589638 12.9504058, 77.5591301 12.9507325, 77.5593044 12.950939, 77.5594868 12.9510697, 77.5597845 12.9512292, 77.5600045 12.9512893, 77.5601144 12.9512527, 77.5606884 12.9508658, 77.5611015 12.950662, 77.5611498 12.9505156, 77.5612678 12.9503169, 77.5615011 12.9501993, 77.5616031 12.950228, 77.561874 12.9503457, 77.5619437 12.9504999, 77.5619488 12.9506418, 77.5619516 12.9507199, 77.5618042 12.9510724, 77.5616487 12.9513311, 77.561359 12.9515559, 77.5613295 12.9516683, 77.5614287 12.9521284, 77.5613912 12.9524264, 77.5614341 12.9524551, 77.5614958 12.9524421, 77.5615655 12.9524264, 77.561705 12.9525126, 77.5616969 12.9526041, 77.561528 12.9526172, 77.5614663 12.9525466, 77.5613858 12.9525492, 77.5613053 12.9526015, 77.5611954 12.9528159, 77.560852 12.9530851, 77.5605704 12.9532315, 77.5604014 12.9533021))"
Gowdana Kere,"POLYGON ((77.5549574 12.9074125, 77.5561299 12.906881, 77.5567427 12.9069273, 77.5572529 12.9083244, 77.5571949 12.9083273, 77.5564337 12.9083662, 77.5556784 12.9079898, 77.5553482 12.9077254, 77.5549574 12.9074125))"
Hosakerahalli Lake,"POLYGON ((77.5323378 12.9246536, 77.5321306 12.9278213, 77.5325135 12.9279337, 77.5334329 12.928109, 77.5346921 12.9288687, 77.534872 12.9293947, 77.5350319 12.9293168, 77.534922 12.9280311, 77.5350519 12.9274369, 77.5354117 12.9270765, 77.5369507 12.9267356, 77.5366709 12.925557, 77.5365668 12.9260772, 77.5364004 12.9260759, 77.5359941 12.9259646, 77.5353255 12.9255363, 77.5347867 12.9250171, 77.5345409 12.9245273, 77.5341988 12.9245406, 77.5323378 12.9246536))"
Allalasandra Lake,"POLYGON ((77.5838656 13.0916989, 77.5837882 13.0914942, 77.583866 13.0914236, 77.5839651 13.0913687, 77.5840699 13.0913191, 77.5841528 13.0912759, 77.5844941 13.0911395, 77.5845071 13.0910422, 77.584514 13.0909517, 77.5845231 13.0908776, 77.5845473 13.0908019, 77.5847431 13.0907, 77.5851501 13.0905396, 77.585354 13.090456, 77.5856336 13.090355, 77.5861774 13.0901896, 77.5864731 13.0901017, 77.5867702 13.0900067, 77.5869158 13.0899459, 77.5872476 13.0898186, 77.5874072 13.0895439, 77.5879591 13.0892631, 77.5882514 13.0891534, 77.5885459 13.0890792, 77.5886108 13.089412, 77.5886727 13.0897258, 77.5887128 13.0899371, 77.5888066 13.0901487, 77.5889676 13.0905746, 77.5893266 13.0914079, 77.5897077 13.0916434, 77.590241 13.091919, 77.5904857 13.0921133, 77.5907419 13.0922988, 77.5909705 13.0925251, 77.591113 13.092672, 77.5911381 13.0926979, 77.5911384 13.0928089, 77.5910731 13.0928945, 77.5909851 13.0929408, 77.5908478 13.0928683, 77.5907258 13.0927997, 77.5901902 13.0924636, 77.5898976 13.0923632, 77.5897132 13.0923171, 77.5895096 13.0922804, 77.5891956 13.092244, 77.5888892 13.0922299, 77.5884714 13.0922649, 77.5880979 13.0922534, 77.5876962 13.0922309, 77.5873201 13.0921986, 77.5867514 13.0921019, 77.5862284 13.0920862, 77.5857858 13.092128, 77.5854345 13.0921803, 77.5851556 13.0921985, 77.5849731 13.0921803, 77.5844876 13.0922221, 77.5844515 13.0922213, 77.5841932 13.0922152, 77.5840712 13.0921587, 77.5839572 13.0919318, 77.5838656 13.0916989))"
Gantiganahalli Lake,"POLYGON ((77.5805096 13.1388575, 77.5807875 13.138843, 77.5807338 13.1387516, 77.5804737 13.1387333, 77.5800258 13.1386367, 77.5795214 13.1379432, 77.5789324 13.1373985, 77.5785345 13.1368919, 77.5785 13.1364172, 77.5792587 13.1348858, 77.5793405 13.1347383, 77.5792731 13.1345692, 77.5791192 13.1343791, 77.5787061 13.1345776, 77.5785452 13.1347918, 77.5781321 13.1349903, 77.5779176 13.1351784, 77.5768391 13.1358633, 77.5767776 13.1360691, 77.5761849 13.1368213, 77.5757919 13.1381978, 77.5755572 13.1404598, 77.5751407 13.1411381, 77.5752186 13.1411471, 77.57736 13.1415623, 77.5774509 13.1412565, 77.5773302 13.1409431, 77.5781235 13.1394604, 77.5786713 13.1390598, 77.5792131 13.1389135, 77.5796422 13.1388326, 77.580117 13.1388143, 77.5805096 13.1388575))"
Veerasagara Lake,"POLYGON ((77.5552288 13.1006083, 77.5553226 13.1008068, 77.5554058 13.1009871, 77.5555506 13.1011569, 77.555615 13.1013476, 77.555666 13.1014103, 77.5557679 13.1014704, 77.5559288 13.1014913, 77.5561085 13.1015566, 77.5561917 13.1016245, 77.5561729 13.1017238, 77.5560603 13.1017394, 77.5557813 13.1017342, 77.5552797 13.101601, 77.5550169 13.1016245, 77.5549686 13.101823, 77.555092 13.1019902, 77.5553012 13.1020477, 77.5553387 13.1021156, 77.555627 13.1028022, 77.5557772 13.1034605, 77.5558791 13.1039934, 77.556091 13.1035755, 77.5563968 13.1030556, 77.557467 13.1025723, 77.5579122 13.1026298, 77.5584192 13.1027813, 77.5586149 13.1028622, 77.5588591 13.1031862, 77.5590817 13.1033142, 77.5591407 13.1032829, 77.5588698 13.103006, 77.5586445 13.1027578, 77.558331 13.1023376, 77.5581456 13.102089, 77.5578391 13.1017873, 77.5575609 13.1015901, 77.5568474 13.1008168, 77.5565067 13.1008456, 77.5561259 13.1003805, 77.5552288 13.1006083))"
Singapura Kere,"POLYGON ((77.5369737 13.0830759, 77.5367752 13.0826004, 77.5360296 13.0823287, 77.5361905 13.0812836, 77.5356594 13.081477, 77.5353644 13.0814247, 77.5350318 13.0812366, 77.5346777 13.080573, 77.5343129 13.0800609, 77.5340233 13.0801445, 77.5343398 13.0809388, 77.5342968 13.0814822, 77.5339911 13.0821353, 77.5337014 13.0825795, 77.5333366 13.0829766, 77.5331274 13.0833058, 77.5345329 13.0834651, 77.5367376 13.083682, 77.536837 13.0836798, 77.5374377 13.0836663, 77.5373653 13.0833528, 77.5369737 13.0830759))"
Abbigere Lake,"POLYGON ((77.5302269 13.0786968, 77.5293153 13.0786395, 77.5278654 13.077936, 77.5274445 13.0778952, 77.5267582 13.0779892, 77.5261724 13.0781746, 77.5256735 13.078206, 77.525298 13.0781694, 77.5252498 13.0783209, 77.5253195 13.0785247, 77.5254751 13.078671, 77.5257808 13.0786397, 77.5261456 13.0785979, 77.526505 13.0786449, 77.5279937 13.0798571, 77.5284765 13.0802307, 77.5290746 13.081038, 77.5294018 13.0814691, 77.5301636 13.0816912, 77.5303004 13.0812052, 77.5303982 13.0804944, 77.5302465 13.079332, 77.5302269 13.0786968))"
Kogilu Lake,"POLYGON ((77.6207256 13.1080587, 77.6180971 13.1075258, 77.6176679 13.1073168, 77.6175821 13.1074736, 77.6176839 13.1077291, 77.6177001 13.1102113, 77.6175 13.1105, 77.6169973 13.1104961, 77.61583 13.110705, 77.6154008 13.1106465, 77.6141043 13.1102262, 77.6145794 13.1106754, 77.6149247 13.1107998, 77.615109 13.1109976, 77.615418 13.1110812, 77.6158128 13.1116162, 77.6160264 13.1116846, 77.6168418 13.1117891, 77.6170993 13.1122593, 77.620157 13.112437, 77.6207578 13.1117891, 77.6223725 13.1106449, 77.6220077 13.1102531, 77.6207256 13.1080587))"
BEL Lake,"POLYGON ((77.5625692 13.0561895, 77.5626859 13.0556435, 77.5635617 13.0558141, 77.5636902 13.0555411, 77.5660373 13.055507, 77.566084 13.0562009, 77.5646477 13.0574294, 77.5633048 13.0572247, 77.562756 13.0562692, 77.5625692 13.0561895))"
Amruthalli Lake,"POLYGON ((77.5964354 13.0611631, 77.5963657 13.0612499, 77.5963081 13.0614772, 77.5962317 13.0618947, 77.5962639 13.0623937, 77.5963735 13.0624099, 77.5965883 13.0624078, 77.5968619 13.0624288, 77.5983965 13.0626141, 77.5986487 13.0626622, 77.5993783 13.0628013, 77.5997028 13.0629171, 77.5997833 13.0629288, 77.5998134 13.0628798, 77.5998456 13.0628208, 77.5998778 13.0627625, 77.5999565 13.0626245, 77.599724 13.062443, 77.59963 13.0622635, 77.5995933 13.0620237, 77.5995693 13.0616321, 77.5994817 13.0610487, 77.5994585 13.0608134, 77.5995 13.0606582, 77.5996469 13.0605133, 77.5998701 13.0603348, 77.5999282 13.0602375, 77.6001128 13.0601232, 77.599992 13.0599534, 77.599867 13.0599659, 77.5996798 13.0600626, 77.5995123 13.060273, 77.599272 13.0604242, 77.5990543 13.0605611, 77.5972378 13.0609001, 77.5965507 13.0611467, 77.5964354 13.0611631))"
Thirumenahalli Lake,"POLYGON ((77.6291852 13.0909261, 77.6289964 13.0909679, 77.6287904 13.0914193, 77.6284557 13.0919627, 77.6281381 13.0922971, 77.6278634 13.0924225, 77.6275201 13.0924977, 77.6269365 13.0924977, 77.6267991 13.0924977, 77.6267706 13.0926414, 77.6271346 13.0927695, 77.6274514 13.0928656, 77.6276918 13.0930829, 77.6277789 13.0931677, 77.6279823 13.093316, 77.6282264 13.0935099, 77.6283267 13.0935805, 77.6285244 13.0937477, 77.6288131 13.0943899, 77.6288567 13.0944116, 77.628901 13.0944096, 77.6293389 13.0942145, 77.6294981 13.0941436, 77.6298528 13.0939816, 77.6300013 13.0939141, 77.6300652 13.0938664, 77.6300781 13.093804, 77.6300613 13.0937204, 77.6300357 13.0936289, 77.6298118 13.0927987, 77.6297367 13.0925458, 77.6296739 13.0924802, 77.6295851 13.0923964, 77.6295367 13.0922106, 77.6295109 13.091964, 77.6293812 13.0917155, 77.6293049 13.0915471, 77.6291852 13.0909261))"
Chokkanahalli Lake,"POLYGON ((77.6295796 13.0840589, 77.629498 13.0839665, 77.6294289 13.083941, 77.6293909 13.083927, 77.6292871 13.0839588, 77.6290262 13.0840094, 77.6287925 13.0840912, 77.6285833 13.0841957, 77.6282567 13.0843346, 77.6280589 13.0844564, 77.6279747 13.0845336, 77.6279229 13.0845977, 77.6279609 13.084676, 77.6280343 13.0847543, 77.628497 13.0847526, 77.6288232 13.084878, 77.6290292 13.0849532, 77.62963 13.0851205, 77.6298446 13.0853211, 77.629946 13.0854296, 77.6301105 13.085533, 77.6301642 13.0855291, 77.6302168 13.0855065, 77.6302017 13.0853928, 77.6300703 13.0851633, 77.6300819 13.0849939, 77.6301115 13.0846852, 77.6300717 13.0845354, 77.6300307 13.0844676, 77.6299106 13.0844791, 77.6298531 13.0845018, 77.629807 13.0845012, 77.6297879 13.0844792, 77.6297821 13.0844524, 77.6297811 13.084377, 77.6297567 13.08433, 77.6296794 13.0842047, 77.6295796 13.0840589))"
Kattigenahalli Lake,"POLYGON ((77.6284534 13.1134918, 77.6282871 13.1134028, 77.6277837 13.1131588, 77.62769 13.1131253, 77.6276135 13.1131645, 77.6277129 13.1134561, 77.6278245 13.1140078, 77.6278079 13.1148636, 77.6277129 13.1152282, 77.6276335 13.1154604, 77.6273172 13.1157571, 77.6272219 13.1158786, 77.6273755 13.1159657, 77.6280323 13.1158317, 77.6287565 13.1156977, 77.628988 13.1156462, 77.6291441 13.1156031, 77.6292922 13.1154957, 77.6294156 13.1154542, 77.6297219 13.1153993, 77.6300622 13.1153719, 77.6301494 13.1153181, 77.6301749 13.1151447, 77.630169 13.1150175, 77.6301477 13.114559, 77.6300322 13.1143866, 77.6297034 13.1142045, 77.6294096 13.1140347, 77.6291892 13.1139075, 77.6287541 13.1136708, 77.6284534 13.1134918))"
Kowdenahalli Lake,"POLYGON ((77.685796 13.0149851, 77.6856806 13.0150329, 77.6855814 13.0150739, 77.6854044 13.0148753, 77.6852381 13.014499, 77.685163 13.0144519, 77.6843262 13.0142951, 77.6842725 13.0142167, 77.6842677 13.0139098, 77.6842296 13.0114571, 77.6842789 13.0113832, 77.6842993 13.0113525, 77.6844388 13.0114153, 77.6853508 13.0113996, 77.6854581 13.0111748, 77.6855385 13.0110964, 77.6863056 13.0110546, 77.6865041 13.0111644, 77.6868957 13.0113734, 77.686885 13.0114884, 77.6862895 13.0118282, 77.6858604 13.0122672, 77.6854902 13.0126853, 77.6852328 13.0130826, 77.6851791 13.0134484, 77.6852488 13.0137882, 77.6854044 13.0141854, 77.685796 13.0149851))"
Horamavu Lake,"POLYGON ((77.6684837 13.0224093, 77.6682061 13.0224342, 77.6676884 13.0224381, 77.6670326 13.0225256, 77.6664372 13.0227517, 77.6659664 13.0231332, 77.6658779 13.0232926, 77.6659115 13.0233384, 77.6662065 13.0234873, 77.666574 13.0238074, 77.6668341 13.0242791, 77.6669589 13.0245966, 77.6669522 13.0248161, 77.6667738 13.0252512, 77.6663983 13.0256236, 77.6663271 13.0257434, 77.6664224 13.0257464, 77.6665619 13.0256275, 77.6672539 13.024854, 77.6673424 13.024756, 77.6676455 13.0243013, 77.6681176 13.0238087, 77.6682517 13.0236376, 77.6683094 13.0233201, 77.6685481 13.0228327, 77.6685897 13.0227282, 77.6685722 13.022591, 77.6684837 13.0224093))"
Devasandra lake,"POLYGON ((77.7025471 13.0003807, 77.7022091 13.0004852, 77.7023003 13.0009582, 77.7023593 13.0014601, 77.7022896 13.0018861, 77.7020723 13.0026517, 77.7017874 13.002753, 77.7018444 13.002887, 77.7018712 13.0029445, 77.7019061 13.0030281, 77.7019436 13.0030255, 77.7020482 13.0029366, 77.7023218 13.0023983, 77.7024505 13.0022415, 77.7028046 13.0020638, 77.7033303 13.0019697, 77.703738 13.0020742, 77.7039258 13.0020925, 77.7041215 13.0021422, 77.7043174 13.0022728, 77.7045105 13.0025342, 77.7045963 13.002576, 77.7042959 13.0020638, 77.7041886 13.0016561, 77.7042101 13.0011543, 77.7041242 13.0010184, 77.703856 13.0009034, 77.70362 13.0009138, 77.7032016 13.000757, 77.7028582 13.0004643, 77.7025471 13.0003807))"
Hosakere,"POLYGON ((77.4809237 12.9233438, 77.4806233 12.9233543, 77.4792311 12.9238658, 77.4792714 12.9240653, 77.4794753 12.9243686, 77.4796362 12.9246091, 77.4796577 12.9249647, 77.4795933 12.9249856, 77.4794431 12.9249751, 77.4791856 12.9250588, 77.4792178 12.9251842, 77.4793251 12.9253306, 77.4793251 12.9255189, 77.4795611 12.9255502, 77.4795933 12.9256966, 77.4796899 12.9257803, 77.4797757 12.926209, 77.4799152 12.9263659, 77.4798508 12.9265802, 77.4797381 12.9266692, 77.4797838 12.9268365, 77.4798401 12.9270744, 77.4799796 12.9274325, 77.4801781 12.9273463, 77.4804194 12.9272652, 77.4807735 12.9271606, 77.4809022 12.9264495, 77.4809988 12.9264495, 77.4811061 12.9265959, 77.4810095 12.9266587, 77.4810739 12.9268469, 77.4812241 12.9270456, 77.4814709 12.9276312, 77.4814387 12.9278403, 77.4814816 12.9279344, 77.4815674 12.9278194, 77.4816425 12.9280076, 77.4818678 12.92829, 77.4819751 12.9287919, 77.4820931 12.9287396, 77.4822755 12.9284468, 77.4826403 12.9291683, 77.4826725 12.9293461, 77.4827905 12.9294298, 77.4830265 12.9301408, 77.4831016 12.9302349, 77.4833484 12.9304441, 77.4834235 12.9307264, 77.483284 12.9309042, 77.4831875 12.9312074, 77.4830265 12.9314165, 77.4830576 12.9318751, 77.4831102 12.9326797, 77.4832268 12.9327913, 77.48342 12.9333435, 77.4835291 12.9333625, 77.4833996 12.9326737, 77.4834485 12.9324113, 77.4833602 12.9320819, 77.4835297 12.9319274, 77.4835737 12.9317407, 77.4835522 12.9314479, 77.483681 12.9312701, 77.4836381 12.9310715, 77.4837346 12.9308832, 77.4838419 12.9306323, 77.4836381 12.9301304, 77.4835093 12.9300781, 77.4833806 12.9299003, 77.483166 12.9293879, 77.4831553 12.9292206, 77.4830158 12.9288337, 77.4828871 12.9285618, 77.4827369 12.9283736, 77.4826188 12.9281226, 77.4826832 12.927924, 77.4825974 12.9278194, 77.4824901 12.9278194, 77.4823292 12.9275998, 77.4822004 12.9275371, 77.4820824 12.9273593, 77.4819429 12.9267005, 77.4817954 12.926209, 77.4817069 12.9260313, 77.4815674 12.9258012, 77.4812348 12.9255712, 77.4812241 12.9254666, 77.4812462 12.9252983, 77.4811548 12.9249392, 77.4811168 12.9248078, 77.4810095 12.9244, 77.4811012 12.9242844, 77.4811704 12.9239399, 77.4811597 12.9237098, 77.4810953 12.9234588, 77.4809237 12.9233438))"
Dubasi Palya Kere,"POLYGON ((77.495075 12.9291161, 77.4946459 12.929618, 77.4940021 12.9306427, 77.493809 12.9310401, 77.4935837 12.931312, 77.4934764 12.9315734, 77.4936588 12.9314584, 77.4937661 12.9315211, 77.4940021 12.9315002, 77.4941416 12.9314061, 77.4942704 12.9314897, 77.4945171 12.9316989, 77.4949463 12.9318557, 77.4951072 12.9322322, 77.4961157 12.9317825, 77.4959655 12.9315629, 77.4955793 12.9313747, 77.4955793 12.9311238, 77.4955149 12.9307996, 77.4955002 12.930631, 77.4953647 12.9303081, 77.4953218 12.9300467, 77.4952038 12.9299421, 77.4951609 12.9296807, 77.4951394 12.9293252, 77.495075 12.9291161))"
Sheelavathana Kere,"POLYGON ((77.7423639 12.9633855, 77.7421465 12.963252, 77.7419611 12.963183, 77.7418732 12.9631574, 77.741796 12.9632036, 77.741758 12.9632709, 77.7417633 12.9633865, 77.7417678 12.9634735, 77.7417574 12.9637166, 77.7417083 12.9638726, 77.7417531 12.964031, 77.7418489 12.964201, 77.7419921 12.9647663, 77.7422566 12.9652361, 77.7423424 12.9653302, 77.742498 12.9654859, 77.7427128 12.9655993, 77.7428502 12.9656451, 77.7429062 12.9656741, 77.7429271 12.9656247, 77.7430274 12.9653618, 77.7431674 12.9651767, 77.7435107 12.9651851, 77.7438659 12.9651838, 77.7443165 12.9651734, 77.7448422 12.9651525, 77.744942 12.9649752, 77.745166 12.9648419, 77.7453905 12.964788, 77.7455251 12.9647663, 77.7456166 12.9647608, 77.7456791 12.9646759, 77.7456938 12.9646278, 77.7456278 12.9646077, 77.7454924 12.9646124, 77.7451617 12.964644, 77.7449173 12.9647029, 77.7447917 12.9647096, 77.7445931 12.9647203, 77.7442846 12.9647206, 77.7441019 12.9647656, 77.7436942 12.9647552, 77.7436835 12.9646088, 77.7435655 12.9642324, 77.7434046 12.963971, 77.7430505 12.9637096, 77.7427394 12.9635946, 77.7425248 12.9635005, 77.7423639 12.9633855))"
Lotus Pond,"POLYGON ((77.5959612 12.9774853, 77.5958136 12.9773346, 77.5958065 12.9771496, 77.5959823 12.9769783, 77.5964077 12.9769259, 77.5966932 12.9769413, 77.5968264 12.9770585, 77.5971636 12.9771153, 77.5971606 12.9772341, 77.5971288 12.9773327, 77.597032 12.9773915, 77.5968588 12.9773641, 77.5966735 12.9773248, 77.5965284 12.9773488, 77.5962857 12.9774502, 77.5961018 12.9775264, 77.5959612 12.9774853))"
Sampangi Lake,"POLYGON ((77.5900461 12.9684867, 77.5900803 12.9681089, 77.5905074 12.9681467, 77.5904731 12.9685246, 77.5900461 12.9684867))"
Kasavanahalli Lake,"POLYGON ((77.6661221 12.9075899, 77.6662635 12.9075654, 77.6663572 12.9075492, 77.6664964 12.9075221, 77.6666056 12.9061088, 77.6675712 12.9056487, 77.6680218 12.9057533, 77.6684081 12.9060252, 77.669438 12.9055232, 77.6698672 12.905565, 77.6699752 12.9051645, 77.66957 12.9048167, 77.6690413 12.9040295, 77.6686605 12.903067, 77.6683348 12.9023623, 77.6679789 12.902093, 77.6673594 12.9021897, 77.6669704 12.9021793, 77.6663758 12.9028861, 77.6664324 12.9033451, 77.6662661 12.9036432, 77.6660987 12.9040931, 77.6663347 12.9052591, 77.6660764 12.9057092, 77.6661221 12.9075899))"
Garudacharpalya Lake,"POLYGON ((77.696454 12.9915003, 77.6964498 12.9915583, 77.6964283 12.9915909, 77.6962902 12.9916354, 77.6962459 12.9916497, 77.6962191 12.991638, 77.6955673 12.9907964, 77.6954788 12.9907749, 77.6952568 12.9907677, 77.6949739 12.9906043, 77.6949484 12.9905815, 77.6949812 12.990486, 77.6950671 12.9905037, 77.6954252 12.990454, 77.6958275 12.9903783, 77.6963277 12.9902221, 77.6963439 12.9902125, 77.6963625 12.9902094, 77.696381 12.9902132, 77.6963968 12.9902234, 77.6964061 12.9902356, 77.6964112 12.99025, 77.6964115 12.9902652, 77.6963961 12.9905325, 77.6964028 12.9908088, 77.6963644 12.9908297, 77.6963298 12.9908561, 77.6962999 12.9908876, 77.6962754 12.9909232, 77.696257 12.9909621, 77.696245 12.9910034, 77.6962399 12.991046, 77.6962322 12.9910779, 77.6962331 12.9911106, 77.6962426 12.9911421, 77.6962538 12.9911619, 77.6962685 12.9911795, 77.6962861 12.9911943, 77.6962915 12.9912192, 77.696454 12.9915003))"
Haralur Lake,"POLYGON ((77.6621283 12.8947482, 77.66182 12.8960262, 77.6617072 12.8964103, 77.6616641 12.8966671, 77.6617104 12.8969825, 77.6618196 12.8974054, 77.6619102 12.8975925, 77.6620007 12.8976858, 77.6619654 12.8977883, 77.6619055 12.8979179, 77.6619081 12.8981281, 77.6619778 12.8984093, 77.6619751 12.8987831, 77.66221 12.899174, 77.6624043 12.8993239, 77.6626457 12.8996722, 77.6627312 12.8996887, 77.6627664 12.8995466, 77.6624177 12.8989427, 77.6623104 12.8985766, 77.6627503 12.8978864, 77.6636086 12.8973431, 77.6641773 12.8969666, 77.6645313 12.8967783, 77.6649068 12.8967365, 77.6650034 12.8965692, 77.6649605 12.8964541, 77.6647352 12.8964332, 77.6646019 12.8964103, 77.6645528 12.8964019, 77.6644304 12.8964152, 77.6643597 12.8964228, 77.6641823 12.8963329, 77.6638551 12.8961671, 77.6638232 12.8961509, 77.6637186 12.8960353, 77.6634889 12.8959452, 77.6634906 12.8956384, 77.6634174 12.8954963, 77.6631838 12.8950387, 77.6630284 12.8945812, 77.6625296 12.8946602, 77.6622222 12.8947098, 77.6621283 12.8947482))"
