name,geometry
Vrishabhavati,"POLYGON ((77.5282404 12.9451111, 77.5282001 12.9448039, 77.5282726 12.9445556, 77.5283356 12.9443413, 77.5283363 12.9443019, 77.5283384 12.944191, 77.5283386 12.9441803, 77.5283436 12.9439126, 77.5283557 12.9436655, 77.5284496 12.9431898, 77.5285099 12.9429949, 77.5285676 12.9428081, 77.5287648 12.9424029, 77.5287929 12.9422121, 77.5287513 12.941854, 77.5286749 12.9416749, 77.5284214 12.9413939, 77.528294 12.941258, 77.5278461 12.9405966, 77.5276718 12.9399588, 77.5275966 12.9399248, 77.5274038 12.9392546, 77.5271568 12.9389759, 77.5271562 12.9388674, 77.5271554 12.9387262, 77.5271809 12.9385602, 77.5271376 12.9383639, 77.5270763 12.9380649, 77.5270481 12.9379751, 77.5269649 12.9378271, 77.5268041 12.9375538, 77.5265613 12.9370231, 77.5264031 12.9364166, 77.5260651 12.9359932, 77.5252256 12.9360141, 77.5250025 12.9360144, 77.5247428 12.9358311, 77.5247182 12.9352864, 77.5246637 12.9349619, 77.5245617 12.9348207, 77.5239059 12.9345083, 77.5232005 12.9342077, 77.5226124 12.9339772, 77.5222953 12.9338692, 77.5219841 12.933843, 77.5219288 12.9338329, 77.5218379 12.9337032, 77.5217481 12.9333999, 77.521734 12.933147, 77.521728 12.9326157, 77.5217735 12.9322575, 77.5217414 12.9319909, 77.5216233 12.9319047, 77.5209984 12.9317818, 77.5208089 12.9317468, 77.5206899 12.9316217, 77.5205504 12.9314288, 77.5203628 12.93117, 77.5202179 12.9309975, 77.5200935 12.9309449, 77.5198156 12.9309112, 77.5192429 12.9313862, 77.5186783 12.9318497, 77.5184227 12.9320489, 77.5181241 12.9322799, 77.5179246 12.9323909, 77.5177473 12.9326342, 77.5177304 12.9327253, 77.5178361 12.933047, 77.5180212 12.9333973, 77.5181096 12.9337973, 77.5181875 12.9341031, 77.5181714 12.9343384, 77.5179622 12.9347018, 77.5176962 12.9349747, 77.5172387 12.9349635, 77.5170234 12.9349344, 77.5166774 12.9345005, 77.5165366 12.9343659, 77.5162549 12.93426, 77.5160712 12.9343136, 77.5159129 12.9345737, 77.5158419 12.9350207, 77.5157735 12.9354285, 77.5156541 12.9355958, 77.515575 12.935639, 77.5154148 12.9356726, 77.5152384 12.9356899, 77.5147207 12.935635, 77.5140739 12.9354944, 77.5139792 12.9354262, 77.5138959 12.9353344, 77.5137537 12.9352324, 77.5139281 12.934409, 77.5140301 12.9337816, 77.51403 12.9337554, 77.5140046 12.93366, 77.5139388 12.933626, 77.5136586 12.9336091, 77.5131342 12.9335489, 77.5124583 12.9333398, 77.5123644 12.9332849, 77.5119835 12.9329346, 77.5111842 12.9325268, 77.5110581 12.9324928, 77.5107564 12.9325399, 77.5100107 12.9328287, 77.5095722 12.9329686, 77.5093295 12.9329777, 77.5090962 12.9329082, 77.5090063 12.932864, 77.5087219 12.9324092, 77.5085691 12.9322889, 77.5084081 12.9322288, 77.5081855 12.9320615, 77.5080138 12.9318811, 77.5079173 12.9318288, 77.5077859 12.9317713, 77.5075042 12.9315046, 77.5071421 12.9311779, 77.5069385 12.9309997, 77.5069203 12.9302018, 77.5069294 12.9296995, 77.5068597 12.929333, 77.506853 12.9292853, 77.5068404 12.929195, 77.5067934 12.9289532, 77.5065674 12.9286878, 77.5062704 12.9283388, 77.5060961 12.9281245, 77.5058493 12.9279807, 77.5051761 12.9274814, 77.504535 12.9270056, 77.5042266 12.9267938, 77.5042225 12.926586, 77.5043392 12.9264671, 77.5047174 12.9259756, 77.504983 12.9256148, 77.5050218 12.9254436, 77.5049079 12.9251442, 77.5046423 12.9248331, 77.5043446 12.9245364, 77.5037974 12.9239103, 77.5037384 12.9237541, 77.5036955 12.9234868, 77.503666 12.9231339, 77.5036043 12.9227417, 77.5034058 12.9219967, 77.50321 12.9214791, 77.5031188 12.9212385, 77.5029148 12.920909, 77.502687 12.9207418, 77.5025555 12.9206817, 77.5024645 12.9207299, 77.502226 12.9212825, 77.5007408 12.9220095, 77.5005758 12.9220659, 77.5003964 12.9220117, 77.5002107 12.9218825, 77.5000075 12.9216998, 77.4994791 12.9213196, 77.4992912 12.9212467, 77.4990074 12.9212294, 77.4989598 12.9212306, 77.4987325 12.9212004, 77.4975748 12.9210467, 77.4974835 12.9210346, 77.4965991 12.9210138, 77.4955818 12.9210398, 77.4946323 12.9210032, 77.4939778 12.9209771, 77.4935353 12.920815, 77.4933314 12.9206686, 77.4930364 12.9203105, 77.4926501 12.919866, 77.4925885 12.9198346, 77.4920655 12.9195, 77.491757 12.9191759, 77.4915236 12.9189301, 77.4913332 12.9186268, 77.4912071 12.9176674, 77.4909697 12.9171354, 77.4908182 12.916253, 77.4905688 12.915589, 77.4903595 12.9146635, 77.4904159 12.9142766, 77.4904159 12.9138374, 77.4902227 12.9133354, 77.4898607 12.912674, 77.4893832 12.9124021, 77.4887583 12.9122818, 77.4879777 12.9122426, 77.48761 12.9121601, 77.4874413 12.9120099, 77.487338 12.9119145, 77.4872723 12.9117616, 77.4872696 12.9116125, 77.4875486 12.9110949, 77.4878383 12.9103994, 77.4881279 12.9097798, 77.488203 12.9094556, 77.4881279 12.9092831, 77.487798 12.9091471, 77.4873742 12.9091158, 77.4866822 12.909053, 77.4856764 12.9088517, 77.4849066 12.9086687, 77.4845231 12.9083916, 77.484397 12.907968, 77.4843882 12.9076552, 77.4843809 12.9073955, 77.484397 12.9070713, 77.4847269 12.9068386, 77.4855182 12.9066739, 77.4862182 12.9065981, 77.486878 12.9062085, 77.4869934 12.9058451, 77.4867895 12.9051732, 77.4865562 12.9048882, 77.4860868 12.9047261, 77.4851024 12.9045222, 77.4846756 12.9043877, 77.4842656 12.9041562, 77.4837345 12.9036228, 77.4834904 12.9033901, 77.4831957 12.9033849, 77.4829379 12.9034398, 77.4828189 12.9035435, 77.4827313 12.9036673, 77.4827471 12.9038129, 77.4828633 12.9042119, 77.4829906 12.9048209, 77.4829762 12.9050853, 77.4828708 12.9052516, 77.4826482 12.9053954, 77.4821091 12.9057039, 77.4816048 12.905968, 77.4812877 12.906064, 77.4807881 12.906094, 77.4795108 12.9060593, 77.4791419 12.9060051, 77.4790224 12.9059875, 77.4788595 12.9058927, 77.4787458 12.9058265, 77.478582 12.9056386, 77.4785105 12.9054625, 77.4784747 12.9053745, 77.478482 12.9051968, 77.478613 12.9046096, 77.4787261 12.9042483, 77.4788147 12.9039653, 77.4789923 12.9033012, 77.4791828 12.9026136, 77.4794671 12.9017875, 77.4797085 12.901092, 77.479789 12.9007443, 77.4796227 12.9005299, 77.4793078 12.900261, 77.4791908 12.9001612, 77.4788019 12.899905, 77.4787374 12.8997782, 77.4786437 12.8995939, 77.4786533 12.899442, 77.4787 12.8987023, 77.4787251 12.8982971, 77.4787429 12.8980095, 77.4788797 12.8974238, 77.478877 12.8971415, 77.4786732 12.8970186, 77.4783459 12.8968016, 77.4777344 12.8966996, 77.4774687 12.8966523, 77.4771899 12.896561, 77.4767151 12.8963911, 77.4764637 12.8962495, 77.4763048 12.8960799, 77.4762484 12.8958603, 77.4764496 12.8957008, 77.4766695 12.896127, 77.4767628 12.8961806, 77.4772999 12.8964068, 77.4782628 12.8965741, 77.478877 12.8968852, 77.4790782 12.8972251, 77.4790718 12.8973377, 77.479066 12.8974397, 77.4790565 12.8976079, 77.4790272 12.8984539, 77.4789977 12.8989847, 77.4789531 12.8993654, 77.4789606 12.8995107, 77.4790755 12.8996977, 77.4796414 12.9001011, 77.4800599 12.900556, 77.4801135 12.9007913, 77.4797568 12.9017195, 77.4793518 12.9026711, 77.4791211 12.9035078, 77.478937 12.9043445, 77.478835 12.904681, 77.4787163 12.9052722, 77.4787401 12.905437, 77.4788057 12.905568, 77.4789319 12.9056864, 77.4790889 12.9057928, 77.4795047 12.905848, 77.48039 12.9058431, 77.4808268 12.9058185, 77.4812883 12.9058059, 77.4817684 12.9056281, 77.4823076 12.9052935, 77.4826362 12.9050949, 77.4827126 12.9049248, 77.4825785 12.9041222, 77.4824953 12.9035993, 77.4825877 12.9033714, 77.4829975 12.9031807, 77.483182 12.9031365, 77.4835843 12.9031339, 77.4838212 12.9033047, 77.4840027 12.9035235, 77.4842805 12.9038182, 77.4846578 12.9041089, 77.4854994 12.9043862, 77.4865615 12.904632, 77.4869531 12.9050294, 77.4871972 12.9056856, 77.4872321 12.9061615, 77.4868211 12.9065677, 77.4863255 12.9068412, 77.4849415 12.9069719, 77.484625 12.9071419, 77.4846679 12.9080648, 77.4849147 12.9083524, 77.4860305 12.9086321, 77.4870416 12.9088203, 77.4878088 12.9089014, 77.4884096 12.9091079, 77.4885678 12.9094635, 77.4884203 12.9099053, 77.4876156 12.911474, 77.487566 12.9115877, 77.4875647 12.9117432, 77.487648 12.9118766, 77.4878141 12.9119576, 77.488156 12.9119679, 77.4884603 12.9119259, 77.4885035 12.9119263, 77.4887073 12.9120413, 77.4894154 12.912057, 77.4897802 12.9122295, 77.4903998 12.9128988, 77.4905929 12.9136857, 77.4907431 12.9143916, 77.4907565 12.9149929, 77.4908692 12.9155053, 77.4910945 12.9163942, 77.4913573 12.9173014, 77.4915184 12.9175419, 77.4917302 12.9184673, 77.4919636 12.9188282, 77.4922693 12.9190817, 77.49322 12.9198707, 77.4936721 12.9205614, 77.4938164 12.9206762, 77.4940339 12.9207473, 77.4943105 12.9207758, 77.4964348 12.9207601, 77.4972099 12.9207575, 77.4984927 12.9208625, 77.4986587 12.9209113, 77.4997017 12.9212176, 77.5004983 12.9218712, 77.5009543 12.9217509, 77.5016731 12.9213614, 77.5019962 12.9210573, 77.5022053 12.9205478, 77.5023271 12.9204672, 77.5024704 12.9204167, 77.5026632 12.9204251, 77.502856 12.9205536, 77.5032288 12.9209745, 77.5036993 12.921906, 77.5039242 12.9223984, 77.5039717 12.923126, 77.5040435 12.9233025, 77.5042025 12.9236933, 77.5045538 12.9241509, 77.504998 12.9247605, 77.5050882 12.9248863, 77.5052833 12.9251587, 77.5053263 12.925292, 77.505388 12.9255351, 77.5053162 12.9256723, 77.5051847 12.9258739, 77.5051778 12.9258845, 77.5050768 12.9259468, 77.5050124 12.9259991, 77.5045457 12.9265899, 77.5045109 12.9268383, 77.5046423 12.9269742, 77.5047737 12.9270527, 77.505742 12.9277193, 77.50597 12.9278343, 77.5064783 12.9281559, 77.506537 12.9282159, 77.5070429 12.9288943, 77.507138 12.9291074, 77.5071234 12.9291951, 77.5071099 12.9292486, 77.5071824 12.9301165, 77.5071368 12.9308485, 77.5073111 12.931021, 77.5076088 12.9312066, 77.5082472 12.9315778, 77.5083974 12.9317026, 77.5086663 12.9319111, 77.508789 12.9320538, 77.5088788 12.932305, 77.5090691 12.9326286, 77.509216 12.9327763, 77.5093507 12.9327878, 77.5095722 12.9327595, 77.5101355 12.9325895, 77.5103912 12.9324712, 77.5109209 12.9322998, 77.511274 12.9322458, 77.5115021 12.9323477, 77.5120325 12.9327146, 77.5122853 12.9329058, 77.5125709 12.9330287, 77.5129182 12.9331801, 77.5131288 12.9332718, 77.5137091 12.9333872, 77.5137994 12.9334051, 77.5140482 12.933476, 77.514173 12.9335351, 77.5142705 12.9337234, 77.5143949 12.9344403, 77.514441 12.9349591, 77.5143948 12.9349972, 77.5144887 12.9351958, 77.5145799 12.935337, 77.5147505 12.9354164, 77.5151056 12.9355827, 77.5152395 12.9355787, 77.5153658 12.9355514, 77.5154831 12.9354628, 77.5155964 12.9353266, 77.5156984 12.9351174, 77.515646 12.9348351, 77.5156555 12.9345488, 77.5157438 12.9342715, 77.5159469 12.9341815, 77.5160619 12.9341268, 77.5161535 12.9341062, 77.516259 12.9341057, 77.5163942 12.9341243, 77.5165996 12.9341842, 77.5169885 12.9346338, 77.5171128 12.9347497, 77.5172726 12.9348042, 77.5175209 12.9348046, 77.5178817 12.9345867, 77.517997 12.9343358, 77.5179622 12.9339489, 77.5178723 12.9336061, 77.5178388 12.9334783, 77.517525 12.9329843, 77.517485 12.9328571, 77.5174409 12.9327084, 77.5174276 12.932565, 77.5174432 12.932383, 77.5175061 12.932275, 77.5177032 12.9321531, 77.518504 12.9317661, 77.519145 12.9311909, 77.5196949 12.9307831, 77.5200006 12.9306786, 77.5202133 12.9306808, 77.520345 12.9307423, 77.5204647 12.9308877, 77.5209475 12.9314576, 77.5210682 12.9315193, 77.52128 12.9315491, 77.521728 12.9316406, 77.5218679 12.931726, 77.5219935 12.9318549, 77.5220599 12.93219, 77.5220203 12.9324327, 77.5219431 12.9326743, 77.5219344 12.9330487, 77.5219523 12.9332556, 77.5220014 12.9333345, 77.5222054 12.9334496, 77.5228733 12.9337633, 77.5239354 12.9342731, 77.5244182 12.9344639, 77.5248581 12.9348089, 77.5249414 12.9349577, 77.5250298 12.9352612, 77.5251263 12.9357474, 77.5259685 12.9357788, 77.5260976 12.9358012, 77.5262304 12.9358905, 77.5263521 12.9360664, 77.5265821 12.9364043, 77.5267062 12.9366781, 77.5270709 12.9375616, 77.5274599 12.9384844, 77.5276718 12.9389863, 77.5278676 12.9399379, 77.5281371 12.9408123, 77.5283718 12.9411233, 77.5287876 12.9415037, 77.5289538 12.9420553, 77.5289498 12.9425232, 77.5286588 12.9431767, 77.5285354 12.943757, 77.5284335 12.9445674, 77.5284496 12.9450614, 77.5282404 12.9451111))"
Nagarbhavi Thorai,"POLYGON ((77.5277562 12.9995007, 77.5277817 12.9998614, 77.527767 13.0003553, 77.5277723 13.0008336, 77.5277925 13.0009786, 77.527767 13.0011498, 77.5278112 13.0014242, 77.52794 13.0015366, 77.5284214 13.0017666, 77.5288989 13.0020671, 77.5291376 13.0024187, 77.5291497 13.0025964, 77.529041 13.0028381, 77.5289243 13.0031269, 77.5289485 13.0033425, 77.5289485 13.003647, 77.529147 13.0038691, 77.5295292 13.0042637, 77.5295319 13.0043644, 77.5296378 13.0043461, 77.5296432 13.0042467, 77.5295091 13.0040625, 77.5293401 13.0039162, 77.5291201 13.0036287, 77.5290504 13.0034157, 77.529041 13.0033229, 77.5290531 13.0031086, 77.5291564 13.0029361, 77.5292556 13.002714, 77.5292864 13.0024879, 77.5292556 13.0023572, 77.5290866 13.0020959, 77.5288157 13.0018724, 77.5284791 13.0016712, 77.5281358 13.0015392, 77.5279266 13.0014229, 77.527881 13.0012204, 77.5278957 13.0009878, 77.5279266 13.000699, 77.5279266 13.0002717, 77.5279199 12.9997516, 77.5279118 12.9995883, 77.5278555 12.9993857, 77.5277562 12.9995007))"
Nagarbhavi Thorai,"POLYGON ((77.5173211 12.9691042, 77.5173452 12.9693199, 77.5175719 12.9696479, 77.5182331 12.9707457, 77.5182612 12.9709561, 77.5181499 12.9713037, 77.517938 12.9717376, 77.5178468 12.9719781, 77.5178508 12.9721767, 77.5179943 12.9725204, 77.5180292 12.9726995, 77.5179501 12.9728367, 77.5176591 12.9729373, 77.5173305 12.9730968, 77.5172836 12.9732863, 77.5172862 12.9735725, 77.5174029 12.9741109, 77.5176242 12.974797, 77.5177127 12.9750009, 77.5179152 12.9752831, 77.5181472 12.975487, 77.5184356 12.9756138, 77.5185026 12.9756824, 77.5185522 12.9758928, 77.518445 12.9762006, 77.5183859 12.9766318, 77.5185442 12.9772539, 77.5187266 12.9780119, 77.5187963 12.9782144, 77.5189036 12.9786522, 77.5190954 12.9789332, 77.5193515 12.9793514, 77.5194199 12.9796114, 77.5193582 12.979882, 77.5190096 12.9802217, 77.518854 12.9804426, 77.5187199 12.9808529, 77.5183927 12.9816644, 77.5182371 12.9821075, 77.5182631 12.9823358, 77.5182733 12.982425, 77.5184114 12.9827152, 77.5184328 12.9827584, 77.5185134 12.982921, 77.5187105 12.9833189, 77.5190511 12.984022, 77.519251 12.9845643, 77.5195071 12.9850531, 77.519664 12.985449, 77.5197338 12.9859469, 77.5197753 12.9862449, 77.5199604 12.9865154, 77.5201924 12.9868395, 77.5202675 12.9870995, 77.5200248 12.9875203, 77.5199698 12.9878862, 77.5201602 12.9883906, 77.5204432 12.9891956, 77.5207181 12.9901509, 77.5209009 12.9904328, 77.5209477 12.9904664, 77.5212983 12.9911025, 77.52147 12.9913869, 77.5215472 12.9916545, 77.5217113 12.9920171, 77.5218643 12.9921896, 77.5220535 12.99225, 77.5222412 12.9922885, 77.5227697 12.9928797, 77.522947 12.9932388, 77.5229377 12.9939366, 77.5231066 12.994394, 77.5233588 12.9948644, 77.5235479 12.9954851, 77.5236846 12.9957073, 77.523977 12.995932, 77.5242881 12.9962025, 77.5245242 12.9966102, 77.5247294 12.9970767, 77.5248085 12.9974753, 77.5249547 12.9978647, 77.5251089 12.9979849, 77.5253302 12.9979941, 77.5257272 12.9978451, 77.5259404 12.9979013, 77.5259994 12.998079, 77.525939 12.9984044, 77.5259356 12.9984503, 77.5259162 12.9987075, 77.526049 12.9989049, 77.5262247 12.9989663, 77.5266793 12.9990708, 77.5271031 12.9992028, 77.5275765 12.9993609, 77.5277562 12.9995007, 77.5278555 12.9993857, 77.5276932 12.9992394, 77.5272667 12.9990813, 77.5271474 12.9990407, 77.5263883 12.9988787, 77.5261697 12.9988029, 77.526108 12.9987089, 77.526108 12.9986631, 77.5261456 12.9984227, 77.5261751 12.9983521, 77.5260825 12.9982881, 77.5260544 12.9979941, 77.5259699 12.9977863, 77.5258814 12.9977667, 77.5255682 12.9977961, 77.5253583 12.9978706, 77.5252853 12.9978843, 77.5251693 12.9978654, 77.525062 12.9977294, 77.5249104 12.9973603, 77.524901 12.9972649, 77.5248769 12.9970414, 77.5248514 12.9968742, 77.5247709 12.9967278, 77.5246556 12.9964482, 77.524382 12.9961123, 77.5240628 12.9958575, 77.5237986 12.9956524, 77.5236283 12.9953296, 77.5235532 12.9949585, 77.5234178 12.9947102, 77.5232542 12.9943691, 77.5231764 12.9941875, 77.5231415 12.9939863, 77.5231495 12.9936596, 77.5231348 12.9934557, 77.523049 12.993163, 77.522884 12.9929003, 77.5226654 12.9926246, 77.5224026 12.9922613, 77.5222926 12.992179, 77.5221866 12.992128, 77.521956 12.9921006, 77.5218728 12.9920405, 77.5216824 12.9916694, 77.5214678 12.991229, 77.5212345 12.9907716, 77.5209501 12.9902332, 77.5208884 12.9900829, 77.5208361 12.9897654, 77.5207476 12.9894883, 77.5204392 12.9885017, 77.5201964 12.987911, 77.5201897 12.9877568, 77.5202206 12.9876157, 77.5204928 12.9870629, 77.5203024 12.9867637, 77.5199135 12.9861769, 77.5198491 12.9857692, 77.5198236 12.9855261, 77.519768 12.9853183, 77.5194494 12.9846296, 77.5193381 12.9843696, 77.5191852 12.9839749, 77.519086 12.983741, 77.518854 12.9832862, 77.5186421 12.9828537, 77.5184557 12.982459, 77.5184034 12.9822917, 77.5184047 12.9821885, 77.5184248 12.9820644, 77.5186032 12.9816017, 77.5187641 12.9812999, 77.5188647 12.9809157, 77.5189519 12.980717, 77.5190753 12.9803733, 77.5193851 12.9800806, 77.5196171 12.9797487, 77.5196439 12.9795043, 77.5195219 12.9792638, 77.5192952 12.978924, 77.5192362 12.9787162, 77.5190498 12.9784679, 77.5189143 12.9780223, 77.5188902 12.9776721, 77.5187749 12.9771284, 77.5186864 12.9766867, 77.518685 12.9765024, 77.5187159 12.9761039, 77.518736 12.9758255, 77.5186528 12.9755171, 77.5184476 12.9753341, 77.5180708 12.9751015, 77.5179058 12.9749055, 77.517761 12.9744925, 77.5176175 12.9740233, 77.5174901 12.9734679, 77.5175169 12.9733111, 77.5181164 12.9729452, 77.5182062 12.9726707, 77.5181177 12.9723231, 77.5180507 12.9721205, 77.518048 12.9719153, 77.5182183 12.9716579, 77.5184892 12.9712959, 77.5185683 12.9710959, 77.5186153 12.9708777, 77.5185201 12.9705653, 77.5182572 12.970104, 77.5180238 12.9698191, 77.5176457 12.9693721, 77.5175786 12.9692009, 77.5175799 12.9690598, 77.5173211 12.9691042))"
Subrayana Lake,"POLYGON ((77.5850469 12.8626376, 77.5847626 12.8627984, 77.5846419 12.8630337, 77.5845319 12.8633606, 77.5843986 12.8638425, 77.5844756 12.8638483, 77.5848471 12.8640758, 77.5851837 12.864298, 77.5853151 12.864519, 77.5853983 12.8645857, 77.5855364 12.864617, 77.5854599 12.8643163, 77.5852159 12.8638914, 77.5851046 12.8635972, 77.5850697 12.8633946, 77.5850603 12.8631174, 77.5850469 12.8626376))"
Gunjuru Palya Lake,"POLYGON ((77.7221239 12.9208307, 77.7227606 12.9205737, 77.7228749 12.9205275, 77.7239585 12.9204124, 77.7240765 12.9200673, 77.7240159 12.9194913, 77.7237069 12.9191984, 77.7234348 12.9190325, 77.7225854 12.9185632, 77.7222759 12.9183571, 77.7216776 12.9179116, 77.7213383 12.917668, 77.7204188 12.9172331, 77.72036 12.9172215, 77.720153 12.9172643, 77.7201392 12.9171899, 77.7202312 12.9171638, 77.7202361 12.917142, 77.7202828 12.9169118, 77.7200649 12.9168527, 77.7196916 12.9167815, 77.7196471 12.9167722, 77.7196482 12.9168111, 77.7197458 12.9169484, 77.7197731 12.9170293, 77.7197664 12.917098, 77.7196705 12.917222, 77.7197239 12.9172425, 77.71997 12.9172036, 77.7199893 12.9172783, 77.7195937 12.9173352, 77.7195113 12.9173751, 77.7194562 12.9174148, 77.7193949 12.9175258, 77.7193151 12.9178019, 77.7191412 12.9185092, 77.7192131 12.9187429, 77.7193232 12.9188294, 77.7194402 12.9191792, 77.7194738 12.9192621, 77.7213728 12.9205693, 77.7221239 12.9208307))"
K100,"POLYGON ((77.5944955 12.9542945, 77.5944897 12.9542986, 77.5938944 12.9547593, 77.5938832 12.9547455, 77.5937961 12.9548162, 77.5938043 12.9548272, 77.5933107 12.9552058, 77.5932838 12.9552301, 77.5932936 12.9552436, 77.5923884 12.9559485, 77.5923694 12.9559189, 77.5923475 12.9558822, 77.5923831 12.9558598, 77.5925353 12.9557373, 77.5926944 12.9556083, 77.5926952 12.9555848, 77.592825 12.9554814, 77.5928367 12.9554821, 77.5928632 12.9554599, 77.5928719 12.9554602, 77.5929879 12.9553671, 77.5930013 12.9553664, 77.593227 12.9551916, 77.5932789 12.9551501, 77.5933038 12.9551828, 77.5938694 12.9546768, 77.5944305 12.9542412, 77.5944445 12.9542345, 77.5944777 12.9542735, 77.5944955 12.9542945))"
Jogi Kere,"POLYGON ((77.5379506 12.8633057, 77.5379916 12.8633423, 77.5380465 12.8633495, 77.5384301 12.8633403, 77.5385984 12.8633312, 77.5387855 12.8633083, 77.5388693 12.8632834, 77.5388995 12.863273, 77.5388908 12.8631749, 77.5388626 12.863069, 77.538809 12.8629938, 77.5388123 12.8629468, 77.5387573 12.8627618, 77.5387419 12.862701, 77.5387231 12.8626729, 77.5385575 12.8625506, 77.5385407 12.8625434, 77.538522 12.8625565, 77.5384663 12.8626349, 77.5383419 12.8628203, 77.5382718 12.8628821, 77.5380385 12.8629997, 77.538003 12.8630213, 77.5379862 12.8630409, 77.5379641 12.8631167, 77.5379325 12.8631383, 77.5379218 12.8631717, 77.5379144 12.863239, 77.5379506 12.8633057))"
Gubbalala Kere,"POLYGON ((77.5398543 12.8807044, 77.5401322 12.8807586, 77.5401712 12.8807743, 77.5402079 12.8807947, 77.5402438 12.8808213, 77.5402757 12.8808524, 77.540303 12.8808874, 77.5403252 12.8809257, 77.540495 12.8812267, 77.540522 12.8812666, 77.5405564 12.8813006, 77.5405969 12.8813275, 77.5406341 12.8813436, 77.5406734 12.8813536, 77.5407139 12.8813573, 77.5407544 12.8813546, 77.5407995 12.8813488, 77.5408439 12.8813396, 77.5409136 12.8813175, 77.5409798 12.8812869, 77.5410313 12.8812409, 77.5410876 12.8812006, 77.5411481 12.8811665, 77.5412062 12.8811411, 77.5412666 12.8811215, 77.5413287 12.8811078, 77.5414181 12.8810977, 77.5415078 12.8810912, 77.5416514 12.8810882, 77.5417826 12.8810957, 77.5418166 12.881037, 77.5417193 12.8805344, 77.5416035 12.8804877, 77.5413071 12.8805509, 77.5412827 12.8805491, 77.5412596 12.8805414, 77.5412392 12.8805284, 77.5412213 12.8805087, 77.5412097 12.880485, 77.5412052 12.8804591, 77.5411172 12.8800919, 77.5410014 12.8800136, 77.5401924 12.8801672, 77.5399885 12.8802169, 77.5397818 12.8804365, 77.5397185 12.8806141, 77.5397401 12.8806457, 77.5398543 12.8807044))"
Sampigehalli Lake,"POLYGON ((77.6233264 13.0763863, 77.6232921 13.0767124, 77.6231548 13.0769548, 77.6228801 13.0772976, 77.6227084 13.077515, 77.6226398 13.0777658, 77.6233093 13.0783176, 77.6235496 13.0784764, 77.6240087 13.0786658, 77.6240864 13.0787049, 77.6241589 13.0787076, 77.6243439 13.0785926, 77.6244512 13.0785586, 77.6246175 13.078428, 77.624639 13.0784045, 77.6246336 13.0783183, 77.6245639 13.0781563, 77.6245478 13.0779525, 77.6244941 13.0778166, 77.6242849 13.0775893, 77.6239899 13.0773281, 77.6238129 13.0770851, 77.6237324 13.0768683, 77.6236626 13.0764032, 77.6236224 13.0762647, 77.6235795 13.0762046, 77.6235473 13.0761916, 77.6234481 13.0762282, 77.6233264 13.0763863))"
K100,"POLYGON ((77.6214784 12.951379, 77.6215217 12.9514777, 77.621543 12.9515263, 77.6213423 12.9516493, 77.6213115 12.9515758, 77.6212761 12.9515094, 77.6214784 12.951379))"
K100,"POLYGON ((77.6214784 12.951379, 77.6217797 12.9512017, 77.6218977 12.9510371, 77.6219594 12.951071, 77.6219397 12.9511291, 77.621879 12.9513089, 77.621718 12.9514396, 77.621543 12.9515263, 77.6215217 12.9514777, 77.6214784 12.951379))"
Thippasandra Lake,"POLYGON ((77.5559503 12.8710339, 77.5558269 12.8711071, 77.5555104 12.8711228, 77.555407 12.8710865, 77.5553763 12.8710757, 77.5552744 12.8708979, 77.5553495 12.8706312, 77.5554836 12.8704848, 77.5558054 12.8703331, 77.5560361 12.8704691, 77.5560468 12.8708927, 77.5559503 12.8710339))"
Chikkabettahalli Lake,"POLYGON ((77.5537562 13.0925358, 77.5541103 13.0922589, 77.5543356 13.0922067, 77.5546628 13.0921283, 77.5548238 13.0920656, 77.5550598 13.0919872, 77.5552314 13.0919402, 77.5554836 13.0918984, 77.5557196 13.0918514, 77.5558717 13.0918571, 77.5560576 13.0918096, 77.5561273 13.091658, 77.5560844 13.0914752, 77.5559932 13.0914125, 77.5557625 13.091449, 77.5555346 13.0914468, 77.5553119 13.0914543, 77.5551724 13.091355, 77.5550061 13.0912348, 77.5549203 13.0911982, 77.5547969 13.0912035, 77.5545716 13.0912975, 77.5543731 13.0914177, 77.5543034 13.0915013, 77.554239 13.0916267, 77.5541854 13.0917364, 77.5540942 13.0918566, 77.5540352 13.0919036, 77.5539547 13.0917782, 77.5539279 13.0917416, 77.553826 13.0917573, 77.553708 13.0918357, 77.5536221 13.0919297, 77.5535363 13.0919768, 77.5534666 13.0921753, 77.5534934 13.0922694, 77.5535738 13.0923843, 77.553665 13.0924522, 77.5537562 13.0925358))"
